time,action,ticker,price,qty,fee,cost,source,spread,capital_after,slippage,mid_at_fill,note
2025-12-05 10:07:04.662839,BUY_NO,KXHIGHNY-25DEC05-B32.5,28.0,10,0.15,2.95,MM,1.0,997.05,0.5,72.5,
2025-12-05 10:11:25.538946,BUY_NO,KXHIGHNY-25DEC05-B30.5,72.0,9,0.13,6.609999999999999,MM,2.0,990.4399999999999,1.0,29.0,
2025-12-05 10:11:26.673603,BUY_NO,KXHIGHNY-25DEC05-B30.5,71.0,20,0.29,14.489999999999998,MM,16.0,975.9499999999999,8.0,37.0,
2025-12-05 15:01:49.805319,BUY_NO,KXHIGHNY-25DEC05-B30.5,63.0,78,1.28,50.42,MM,6.0,925.53,4.0,41.0,
2025-12-05 15:02:30.503072,BUY_NO,KXHIGHNY-25DEC05-B30.5,58.0,60,1.03,35.83,MM,1.0,889.6999999999999,1.5,43.5,
2025-12-05 15:02:32.733590,BUY_YES,KXHIGHNY-25DEC05-B34.5,5.0,217,0.73,11.580000000000002,MM,1.0,878.1199999999999,1.5,3.5,
2025-12-05 15:03:56.891111,BUY_NO,KXHIGHNY-25DEC05-B30.5,62.0,11,0.19,7.010000000000001,MM,9.0,871.1099999999999,4.5,42.5,
2025-12-05 15:04:04.780359,BUY_NO,KXHIGHNY-25DEC05-B30.5,62.0,4,0.07,2.55,MM,9.0,868.56,4.5,42.5,
2025-12-05 15:40:36.603164,BUY_NO,KXHIGHNY-25DEC05-B30.5,60.0,10,0.17,6.17,MM,2.0,862.39,1.0,41.0,
2025-12-05 15:40:39.328483,BUY_NO,KXHIGHNY-25DEC05-B30.5,60.0,6,0.11,3.7099999999999995,MM,1.0,858.68,0.5,40.5,
2025-12-05 15:40:43.240016,BUY_NO,KXHIGHNY-25DEC05-B30.5,60.0,4,0.07,2.4699999999999998,MM,2.0,856.2099999999999,1.0,41.0,
2025-12-05 15:41:39.127595,BUY_NO,KXHIGHNY-25DEC05-B32.5,43.0,12,0.21,5.37,MM,4.0,850.8399999999999,2.0,59.0,
2025-12-05 15:41:45.316586,BUY_NO,KXHIGHNY-25DEC05-B32.5,42.0,11,0.19,4.8100000000000005,MM,1.0,846.03,0.5,58.5,
2025-12-05 15:51:31.549282,BUY_NO,KXHIGHNY-25DEC05-B32.5,39.0,12,0.2,4.88,MM,2.0,841.15,2.0,63.0,
2025-12-05 15:53:22.157047,BUY_NO,KXHIGHNY-25DEC05-B32.5,37.0,43,0.71,16.62,MM,1.0,824.53,0.5,63.5,
2025-12-05 15:53:30.455359,BUY_NO,KXHIGHNY-25DEC05-B32.5,37.0,29,0.48,11.21,MM,7.0,813.3199999999999,3.5,66.5,
2025-12-05 15:53:30.789202,BUY_NO,KXHIGHNY-25DEC05-B32.5,37.0,20,0.33,7.73,MM,1.0,805.5899999999999,0.5,63.5,
2025-12-05 15:53:31.026447,BUY_NO,KXHIGHNY-25DEC05-B32.5,37.0,13,0.22,5.029999999999999,MM,2.0,800.56,1.0,64.0,
2025-12-05 15:53:31.110261,BUY_NO,KXHIGHNY-25DEC05-B32.5,37.0,7,0.12,2.71,MM,1.0,797.8499999999999,0.5,63.5,
2025-12-05 15:55:28.126037,BUY_NO,KXHIGHNY-25DEC05-B32.5,34.0,27,0.43,9.610000000000001,MM,5.0,788.2399999999999,2.5,68.5,
2025-12-05 15:55:38.472947,BUY_NO,KXHIGHNY-25DEC05-B32.5,33.0,34,0.53,11.75,MM,3.0,776.4899999999999,2.5,69.5,
2025-12-05 15:55:40.726088,BUY_NO,KXHIGHNY-25DEC05-B32.5,32.0,39,0.6,13.08,MM,7.0,763.4099999999999,3.5,71.5,
2025-12-05 15:56:50.985846,BUY_NO,KXHIGHNY-25DEC05-B32.5,30.0,59,0.87,18.57,MM,8.0,744.8399999999998,4.0,74.0,
2025-12-05 15:57:55.561885,BUY_NO,KXHIGHNY-25DEC05-B32.5,31.0,27,0.41,8.78,MM,8.0,736.0599999999998,4.0,73.0,
2025-12-05 15:58:25.723534,BUY_NO,KXHIGHNY-25DEC05-B32.5,29.0,46,0.67,14.01,MM,3.0,722.0499999999998,1.5,72.5,
2025-12-05 15:58:27.268997,BUY_NO,KXHIGHNY-25DEC05-B32.5,29.0,35,0.51,10.659999999999998,MM,7.0,711.3899999999999,3.5,74.5,
2025-12-05 15:58:32.896284,BUY_NO,KXHIGHNY-25DEC05-B32.5,29.0,27,0.39,8.219999999999999,MM,5.0,703.1699999999998,2.5,73.5,
2025-12-05 15:58:50.898943,BUY_NO,KXHIGHNY-25DEC05-B32.5,30.0,9,0.14,2.84,MM,12.0,700.3299999999998,6.0,76.0,
2025-12-05 16:06:11.445735,BUY_NO,KXHIGHNY-25DEC05-B32.5,22.0,5,0.07,1.1700000000000002,MM,2.0,699.1599999999999,1.0,79.0,
2025-12-05 16:06:13.728485,BUY_NO,KXHIGHNY-25DEC05-B32.5,21.0,14,0.17,3.11,MM,2.0,696.0499999999998,1.0,80.0,
2025-12-05 16:06:13.728756,BUY_NO,KXHIGHNY-25DEC05-B32.5,21.0,10,0.12,2.22,MM,1.0,693.8299999999998,0.5,79.5,
2025-12-05 16:06:15.378624,BUY_NO,KXHIGHNY-25DEC05-B32.5,21.0,6,0.07,1.33,MM,2.0,692.4999999999998,1.0,80.0,
2025-12-05 16:06:15.378928,BUY_NO,KXHIGHNY-25DEC05-B32.5,21.0,3,0.04,0.67,MM,1.0,691.8299999999998,1.5,80.5,
2025-12-05 16:06:17.367567,BUY_NO,KXHIGHNY-25DEC05-B32.5,20.0,2,0.03,0.43000000000000005,MM,2.0,691.3999999999999,1.0,81.0,
2025-12-05 16:09:47.620574,BUY_NO,KXHIGHNY-25DEC05-B30.5,74.0,8,0.11,6.03,MM,6.0,685.3699999999999,3.0,29.0,
2025-12-05 16:34:21.662008,BUY_NO,KXHIGHNY-25DEC05-B30.5,50.0,38,0.67,19.67,MM,2.0,665.6999999999999,1.0,51.0,
2025-12-05 16:34:21.794385,BUY_NO,KXHIGHNY-25DEC05-B30.5,50.0,34,0.6,17.6,MM,1.0,648.0999999999999,0.5,50.5,
2025-12-05 16:34:22.452254,BUY_NO,KXHIGHNY-25DEC05-B30.5,53.0,29,0.51,15.88,MM,3.0,632.2199999999999,2.5,49.5,
2025-12-05 16:34:22.892583,BUY_NO,KXHIGHNY-25DEC05-B30.5,52.0,27,0.48,14.520000000000001,MM,2.0,617.6999999999999,1.0,49.0,
2025-12-05 16:34:24.917476,BUY_NO,KXHIGHNY-25DEC05-B30.5,52.0,25,0.44,13.44,MM,3.0,604.2599999999999,1.5,49.5,
2025-12-05 16:34:26.006538,BUY_NO,KXHIGHNY-25DEC05-B30.5,52.0,21,0.37,11.29,MM,2.0,592.9699999999999,1.0,49.0,
2025-12-05 16:34:34.066566,BUY_NO,KXHIGHNY-25DEC05-B30.5,52.0,16,0.28,8.6,MM,1.0,584.3699999999999,1.5,49.5,
2025-12-05 16:34:53.141355,BUY_NO,KXHIGHNY-25DEC05-B30.5,51.0,13,0.23,6.86,MM,1.0,577.5099999999999,1.5,50.5,
2025-12-05 16:34:53.141758,BUY_NO,KXHIGHNY-25DEC05-B30.5,51.0,4,0.07,2.11,MM,1.0,575.3999999999999,0.5,49.5,
2025-12-05 16:36:30.977747,BUY_NO,KXHIGHNY-25DEC05-B30.5,50.0,7,0.13,3.63,MM,1.0,571.7699999999999,1.5,51.5,
2025-12-05 16:36:32.107599,BUY_NO,KXHIGHNY-25DEC05-B30.5,49.0,11,0.2,5.59,MM,3.0,566.1799999999998,1.5,52.5,
2025-12-05 16:36:32.107764,BUY_NO,KXHIGHNY-25DEC05-B30.5,49.0,9,0.16,4.57,MM,2.0,561.6099999999998,2.0,53.0,
2025-12-05 16:36:33.280264,BUY_NO,KXHIGHNY-25DEC05-B30.5,48.0,12,0.21,5.97,MM,1.0,555.6399999999998,1.5,53.5,
2025-12-05 16:36:43.527136,BUY_NO,KXHIGHNY-25DEC05-B30.5,48.0,7,0.13,3.4899999999999998,MM,1.0,552.1499999999997,1.5,53.5,
2025-12-05 16:36:51.242465,BUY_NO,KXHIGHNY-25DEC05-B30.5,48.0,3,0.06,1.5,MM,2.0,550.6499999999997,1.0,53.0,
2025-12-05 16:36:57.591667,BUY_NO,KXHIGHNY-25DEC05-B30.5,47.0,3,0.06,1.47,MM,5.0,549.1799999999997,2.5,55.5,
2025-12-05 16:40:37.509197,BUY_YES,KXHIGHNY-25DEC05-B34.5,5.0,199,0.67,10.620000000000001,MM,1.0,538.5599999999997,1.5,3.5,
2025-12-05 16:41:57.650146,BUY_YES,KXHIGHNY-25DEC05-B34.5,4.0,84,0.23,3.59,MM,1.0,534.9699999999997,1.5,2.5,
2025-12-05 16:53:22.377923,BUY_NO,KXHIGHNY-25DEC05-B30.5,59.0,2,0.04,1.22,MM,4.0,533.7499999999997,2.0,43.0,
2025-12-05 16:53:22.420086,BUY_NO,KXHIGHNY-25DEC05-B30.5,59.0,1,0.02,0.61,MM,3.0,533.1399999999996,1.5,42.5,
2025-12-05 16:55:43.716250,BUY_NO,KXHIGHNY-25DEC05-B30.5,55.0,1,0.02,0.5700000000000001,MM,3.0,532.5699999999996,1.5,46.5,
2025-12-05 16:57:04.673541,BUY_NO,KXHIGHNY-25DEC05-B30.5,49.0,1,0.02,0.51,MM,4.0,532.0599999999996,3.0,54.0,
2025-12-05 16:59:59.472506,BUY_NO,KXHIGHNY-25DEC05-B30.5,42.0,12,0.21,5.25,MM,2.0,526.8099999999996,1.0,59.0,
2025-12-05 16:59:59.472661,BUY_NO,KXHIGHNY-25DEC05-B30.5,42.0,10,0.18,4.38,MM,6.0,522.4299999999996,3.0,61.0,
2025-12-05 16:59:59.472726,BUY_NO,KXHIGHNY-25DEC05-B30.5,42.0,4,0.07,1.75,MM,7.0,520.6799999999996,3.5,61.5,
2025-12-06 04:01:34.029816,SELL_YES,KXHIGHNY-25DEC05-B34.5,0.0,500,0.0,,MM,,520.6799999999996,,,Forced Liquidation
2025-12-06 09:24:32.422010,BUY_NO,KXHIGHNY-25DEC06-B41.5,20.0,14,0.16,2.9600000000000004,MM,5.0,1017.7199999999996,2.5,82.5,
2025-12-06 09:24:46.004610,BUY_NO,KXHIGHNY-25DEC06-B41.5,17.0,133,1.32,23.930000000000003,MM,1.0,993.7899999999996,0.5,83.5,
2025-12-06 09:24:46.051481,BUY_NO,KXHIGHNY-25DEC06-B41.5,17.0,66,0.66,11.88,MM,2.0,981.9099999999996,1.0,84.0,
2025-12-06 09:24:46.063947,BUY_NO,KXHIGHNY-25DEC06-B41.5,17.0,41,0.41,7.380000000000001,MM,3.0,974.5299999999996,1.5,84.5,
2025-12-06 09:24:46.091323,BUY_NO,KXHIGHNY-25DEC06-B41.5,17.0,24,0.24,4.32,MM,2.0,970.2099999999996,1.0,84.0,
2025-12-06 09:24:52.209975,BUY_NO,KXHIGHNY-25DEC06-B41.5,17.0,13,0.13,2.34,MM,2.0,967.8699999999995,1.0,84.0,
2025-12-06 09:28:12.932565,BUY_NO,KXHIGHNY-25DEC06-B41.5,15.0,23,0.21,3.6599999999999997,MM,2.0,964.2099999999996,1.0,86.0,
2025-12-06 09:28:14.214628,BUY_NO,KXHIGHNY-25DEC06-B41.5,15.0,17,0.16,2.71,MM,1.0,961.4999999999995,0.5,85.5,
2025-12-06 09:34:28.523855,BUY_YES,KXHIGHNY-25DEC06-B39.5,14.0,34,0.29,5.050000000000001,MM,2.0,956.4499999999996,1.0,13.0,
2025-12-06 09:34:28.524024,BUY_YES,KXHIGHNY-25DEC06-B39.5,14.0,15,0.13,2.23,MM,1.0,954.2199999999996,1.5,12.5,
2025-12-06 09:35:23.170139,BUY_YES,KXHIGHNY-25DEC06-B39.5,13.0,73,0.58,10.07,MM,3.0,944.1499999999995,1.5,11.5,
2025-12-06 09:35:23.374934,BUY_YES,KXHIGHNY-25DEC06-B39.5,13.0,41,0.33,5.66,MM,2.0,938.4899999999996,1.0,12.0,
2025-12-06 09:38:02.324110,BUY_YES,KXHIGHNY-25DEC06-B39.5,13.0,8,0.07,1.11,MM,4.0,937.3799999999995,2.0,11.0,
2025-12-06 09:39:18.376789,BUY_YES,KXHIGHNY-25DEC06-B39.5,12.0,19,0.15,2.4299999999999997,MM,6.0,934.9499999999996,3.0,9.0,
2025-12-06 09:53:29.452620,BUY_NO,KXHIGHNY-25DEC06-B41.5,12.0,117,0.87,14.909999999999998,MM,3.0,920.0399999999996,1.5,89.5,
2025-12-06 09:53:29.452826,BUY_NO,KXHIGHNY-25DEC06-B41.5,12.0,52,0.39,6.63,MM,9.0,913.4099999999996,4.5,92.5,
2025-12-06 10:36:02.361507,BUY_YES,KXHIGHNY-25DEC06-B43.5,11.0,13,0.09,1.52,MM,2.0,911.8899999999996,1.0,10.0,
2025-12-07 04:01:59.376241,SELL_YES,KXHIGHNY-25DEC06-B39.5,0.0,190,0.0,,MM,,911.8899999999996,,,Forced Liquidation
2025-12-07 09:33:17.905226,BUY_NO,KXHIGHNY-25DEC07-B43.5,70.0,13,0.2,9.299999999999999,MM,5.0,902.5899999999997,2.5,32.5,
2025-12-07 09:33:18.777417,BUY_NO,KXHIGHNY-25DEC07-B43.5,70.0,7,0.11,5.01,MM,4.0,897.5799999999997,2.0,32.0,
2025-12-07 09:55:34.808512,BUY_NO,KXHIGHNY-25DEC07-B43.5,39.0,120,2.0,48.800000000000004,MM,16.0,848.7799999999997,9.0,70.0,
2025-12-07 09:55:35.052586,BUY_NO,KXHIGHNY-25DEC07-B43.5,39.0,73,1.22,29.69,MM,15.0,819.0899999999997,9.5,70.5,
2025-12-07 09:55:35.158483,BUY_NO,KXHIGHNY-25DEC07-B43.5,39.0,58,0.97,23.59,MM,16.0,795.4999999999997,9.0,70.0,
2025-12-07 09:55:35.274912,BUY_NO,KXHIGHNY-25DEC07-B43.5,39.0,49,0.82,19.93,MM,14.0,775.5699999999997,10.0,71.0,
2025-12-07 09:55:35.522169,BUY_NO,KXHIGHNY-25DEC07-B43.5,37.0,46,0.76,17.78,MM,13.0,757.7899999999997,8.5,71.5,
2025-12-07 09:56:31.127941,BUY_YES,KXHIGHNY-25DEC07-T44,19.0,226,2.44,45.379999999999995,MM,17.0,712.4099999999997,9.5,9.5,
2025-12-07 09:56:35.117513,BUY_YES,KXHIGHNY-25DEC07-T44,18.0,105,1.09,19.99,MM,16.0,692.4199999999997,9.0,9.0,
2025-12-07 09:56:36.359167,BUY_YES,KXHIGHNY-25DEC07-T44,19.0,75,0.81,15.06,MM,17.0,677.3599999999998,9.5,9.5,
2025-12-07 09:56:36.967759,BUY_YES,KXHIGHNY-25DEC07-T44,18.0,68,0.71,12.95,MM,16.0,664.4099999999997,9.0,9.0,
2025-12-07 09:56:43.584407,BUY_YES,KXHIGHNY-25DEC07-T44,18.0,26,0.27,4.949999999999999,MM,16.0,659.4599999999997,9.0,9.0,
2025-12-07 09:56:45.941047,BUY_NO,KXHIGHNY-25DEC07-B43.5,18.0,4,0.05,0.77,MM,6.0,658.6899999999997,3.0,85.0,
2025-12-07 09:59:15.917685,BUY_NO,KXHIGHNY-25DEC07-B43.5,14.0,11,0.1,1.6400000000000001,MM,1.0,657.0499999999997,1.5,87.5,
2025-12-07 09:59:49.605390,BUY_NO,KXHIGHNY-25DEC07-B43.5,13.0,28,0.23,3.87,MM,3.0,653.1799999999997,2.5,89.5,
2025-12-07 10:00:02.957086,BUY_NO,KXHIGHNY-25DEC07-B43.5,13.0,18,0.15,2.4899999999999998,MM,3.0,650.6899999999997,2.5,89.5,
2025-12-07 10:02:40.520899,BUY_NO,KXHIGHNY-25DEC07-B43.5,10.0,72,0.46,7.66,MM,7.0,643.0299999999997,4.5,94.5,
2025-12-07 10:10:38.553506,BUY_NO,KXHIGHNY-25DEC07-B43.5,9.0,1,0.01,0.09999999999999999,MM,5.0,642.9299999999997,2.5,93.5,
2025-12-08 09:19:39.730691,BUY_YES,KXHIGHNY-25DEC08-B39.5,74.0,5,0.07,3.77,MM,1.0,639.1599999999997,0.5,73.5,
2025-12-08 09:19:40.096850,BUY_YES,KXHIGHNY-25DEC08-B39.5,74.0,2,0.03,1.51,MM,2.0,637.6499999999997,1.0,73.0,
2025-12-08 09:23:37.966793,BUY_YES,KXHIGHNY-25DEC08-B39.5,70.0,10,0.15,7.15,MM,1.0,630.4999999999998,1.5,68.5,
2025-12-08 09:24:27.309398,BUY_NO,KXHIGHNY-25DEC08-B37.5,70.0,3,0.05,2.1499999999999995,MM,1.0,628.3499999999998,1.5,31.5,
2025-12-08 09:24:30.303082,BUY_NO,KXHIGHNY-25DEC08-B37.5,69.0,13,0.2,9.169999999999998,MM,1.0,619.1799999999998,0.5,31.5,
2025-12-08 10:14:13.175773,BUY_YES,KXHIGHNY-25DEC08-B39.5,72.0,5,0.08,3.6799999999999997,MM,3.0,615.4999999999999,1.5,70.5,
2025-12-08 10:14:22.168831,BUY_YES,KXHIGHNY-25DEC08-B39.5,71.0,8,0.12,5.8,MM,1.0,609.6999999999999,1.5,69.5,
2025-12-08 10:15:40.520886,BUY_YES,KXHIGHNY-25DEC08-B39.5,70.0,11,0.17,7.869999999999999,MM,3.0,601.8299999999999,1.5,68.5,
2025-12-08 10:15:41.825738,BUY_YES,KXHIGHNY-25DEC08-B39.5,70.0,7,0.11,5.01,MM,2.0,596.8199999999999,1.0,69.0,
2025-12-09 09:37:44.003054,BUY_YES,KXHIGHNY-25DEC09-T32,3.0,82,0.17,2.63,MM,1.0,594.1899999999999,0.5,2.5,
2025-12-09 09:41:45.919845,BUY_YES,KXHIGHNY-25DEC09-T32,2.0,240,0.33,5.13,MM,1.0,589.06,1.5,0.5,
2025-12-09 09:41:49.677308,BUY_YES,KXHIGHNY-25DEC09-T32,2.0,73,0.11,1.57,MM,1.0,587.4899999999999,0.5,1.5,
2025-12-09 09:50:46.500450,BUY_YES,KXHIGHNY-25DEC09-B32.5,36.0,31,0.5,11.66,MM,3.0,575.8299999999999,1.5,34.5,
2025-12-09 09:50:46.500626,BUY_YES,KXHIGHNY-25DEC09-B32.5,36.0,21,0.34,7.8999999999999995,MM,1.0,567.93,2.5,33.5,
2025-12-09 09:50:47.082013,BUY_YES,KXHIGHNY-25DEC09-B32.5,36.0,9,0.15,3.3899999999999997,MM,1.0,564.54,0.5,35.5,
2025-12-09 09:50:48.479838,BUY_YES,KXHIGHNY-25DEC09-B32.5,36.0,4,0.07,1.51,MM,3.0,563.03,1.5,34.5,
2025-12-09 10:07:18.139848,BUY_YES,KXHIGHNY-25DEC09-B38.5,4.0,109,0.3,4.66,MM,1.0,558.37,0.5,3.5,
2025-12-09 10:20:30.505491,BUY_YES,KXHIGHNY-25DEC09-B38.5,4.0,32,0.09,1.37,MM,1.0,557.0,0.5,3.5,
2025-12-09 10:43:49.728252,BUY_YES,KXHIGHNY-25DEC09-B38.5,3.0,75,0.16,2.41,MM,1.0,554.59,0.5,2.5,
2025-12-09 10:43:59.985899,BUY_YES,KXHIGHNY-25DEC09-B32.5,34.0,10,0.16,3.5600000000000005,MM,3.0,551.0300000000001,1.5,32.5,
2025-12-09 10:44:00.227258,BUY_YES,KXHIGHNY-25DEC09-B32.5,34.0,5,0.08,1.7800000000000002,MM,1.0,549.2500000000001,0.5,33.5,
2025-12-09 10:49:08.956758,BUY_YES,KXHIGHNY-25DEC09-B38.5,2.0,145,0.2,3.1,MM,1.0,546.1500000000001,0.5,1.5,
2025-12-09 10:49:09.085275,BUY_YES,KXHIGHNY-25DEC09-B38.5,2.0,83,0.12,1.7800000000000002,MM,2.0,544.3700000000001,1.0,1.0,
2025-12-09 10:49:09.122437,BUY_YES,KXHIGHNY-25DEC09-B38.5,2.0,43,0.06,0.9199999999999999,MM,1.0,543.4500000000002,1.5,0.5,
2025-12-09 10:49:14.188282,BUY_YES,KXHIGHNY-25DEC09-B38.5,1.0,13,0.01,0.14,MM,1.0,543.3100000000002,0.5,0.5,
2025-12-09 10:49:28.330181,BUY_YES,KXHIGHNY-25DEC09-B36.5,8.0,58,0.3,4.9399999999999995,MM,1.0,538.3700000000001,1.5,6.5,
2025-12-09 10:49:37.123621,BUY_YES,KXHIGHNY-25DEC09-B36.5,8.0,19,0.1,1.62,MM,1.0,536.7500000000001,1.5,6.5,
2025-12-09 10:49:43.545972,BUY_YES,KXHIGHNY-25DEC09-B36.5,7.0,87,0.4,6.490000000000001,MM,2.0,530.2600000000001,1.0,6.0,
2025-12-09 10:49:53.202803,BUY_YES,KXHIGHNY-25DEC09-B36.5,7.0,55,0.26,4.11,MM,3.0,526.1500000000001,1.5,5.5,
2025-12-09 10:50:07.903484,BUY_YES,KXHIGHNY-25DEC09-B36.5,7.0,11,0.06,0.8300000000000001,MM,2.0,525.32,2.0,5.0,
2025-12-09 10:50:13.336869,BUY_YES,KXHIGHNY-25DEC09-B36.5,6.0,58,0.23,3.71,MM,1.0,521.61,1.5,4.5,
2025-12-09 10:51:01.314572,BUY_YES,KXHIGHNY-25DEC09-B36.5,5.0,89,0.3,4.75,MM,1.0,516.86,0.5,4.5,
2025-12-09 10:51:01.763852,BUY_YES,KXHIGHNY-25DEC09-B36.5,5.0,60,0.2,3.2,MM,2.0,513.66,1.0,4.0,
2025-12-09 10:51:02.315008,BUY_YES,KXHIGHNY-25DEC09-B36.5,5.0,40,0.14,2.14,MM,1.0,511.52,1.5,3.5,
2025-12-09 10:54:48.944199,BUY_NO,KXHIGHNY-25DEC09-B34.5,40.0,5,0.09,2.09,MM,5.0,509.43,2.5,62.5,
2025-12-09 15:00:08.284538,BUY_YES,KXHIGHNY-25DEC09-B32.5,22.0,93,1.12,21.580000000000002,MM,5.0,487.85,3.5,18.5,
2025-12-09 15:00:19.685023,BUY_YES,KXHIGHNY-25DEC09-B32.5,21.0,70,0.82,15.52,MM,4.0,472.33000000000004,2.0,19.0,
2025-12-09 15:00:19.739982,BUY_YES,KXHIGHNY-25DEC09-B32.5,21.0,57,0.67,12.639999999999999,MM,3.0,459.69000000000005,2.5,18.5,
2025-12-09 15:00:29.898726,BUY_YES,KXHIGHNY-25DEC09-B32.5,23.0,21,0.27,5.1,MM,5.0,454.59000000000003,3.5,19.5,
2025-12-09 15:00:30.985114,BUY_YES,KXHIGHNY-25DEC09-B32.5,22.0,23,0.28,5.34,MM,4.0,449.25000000000006,3.0,19.0,
2025-12-09 15:00:31.518049,BUY_NO,KXHIGHNY-25DEC09-B34.5,33.0,77,1.2,26.61,MM,2.0,422.64000000000004,1.0,68.0,
2025-12-09 15:00:32.709455,BUY_YES,KXHIGHNY-25DEC09-B32.5,21.0,26,0.31,5.77,MM,3.0,416.87000000000006,1.5,19.5,
2025-12-09 15:00:42.494844,BUY_NO,KXHIGHNY-25DEC09-B34.5,33.0,51,0.79,17.62,MM,1.0,399.25000000000006,0.5,67.5,
2025-12-09 15:00:43.828484,BUY_NO,KXHIGHNY-25DEC09-B34.5,33.0,41,0.64,14.170000000000002,MM,2.0,385.08000000000004,1.0,68.0,
2025-12-09 15:00:53.277021,BUY_NO,KXHIGHNY-25DEC09-B34.5,33.0,35,0.55,12.100000000000001,MM,1.0,372.98,1.5,68.5,
2025-12-09 15:01:00.182672,BUY_NO,KXHIGHNY-25DEC09-B34.5,33.0,25,0.39,8.64,MM,1.0,364.34000000000003,1.5,68.5,
