event_ticker,event_title,market_ticker,subtitle,status,result,last_price,volume,close_time,category
KXHIGHNY-25AUG04,Highest temperature in NYC today?,KXHIGHNY-25AUG04-T93,94° or above,active,,2,194,2025-08-05T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG04,Highest temperature in NYC today?,KXHIGHNY-25AUG04-B92.5,92° to 93°,active,,4,231,2025-08-05T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG04,Highest temperature in NYC today?,KXHIGHNY-25AUG04-B90.5,90° to 91°,active,,25,1020,2025-08-05T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG04,Highest temperature in NYC today?,KXHIGHNY-25AUG04-B88.5,88° to 89°,active,,56,4590,2025-08-05T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG04,Highest temperature in NYC today?,KXHIGHNY-25AUG04-B86.5,86° to 87°,active,,24,1373,2025-08-05T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG04,Highest temperature in NYC today?,KXHIGHNY-25AUG04-T86,85° or below,active,,3,707,2025-08-05T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG03,"Highest temperature in NYC on Aug 3, 2025?",KXHIGHNY-25AUG03-T89,90° or above,closed,,2,548,2025-08-04T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG03,"Highest temperature in NYC on Aug 3, 2025?",KXHIGHNY-25AUG03-B88.5,88° to 89°,closed,,2,141,2025-08-04T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG03,"Highest temperature in NYC on Aug 3, 2025?",KXHIGHNY-25AUG03-B86.5,86° to 87°,closed,,7,4860,2025-08-04T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG03,"Highest temperature in NYC on Aug 3, 2025?",KXHIGHNY-25AUG03-B84.5,84° to 85°,closed,,99,18487,2025-08-04T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG03,"Highest temperature in NYC on Aug 3, 2025?",KXHIGHNY-25AUG03-B82.5,82° to 83°,closed,,1,47404,2025-08-04T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG03,"Highest temperature in NYC on Aug 3, 2025?",KXHIGHNY-25AUG03-T82,81° or below,closed,,1,9598,2025-08-04T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG02,"Highest temperature in NYC on Aug 2, 2025?",KXHIGHNY-25AUG02-T84,85° or above,finalized,no,2,1933,2025-08-03T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG02,"Highest temperature in NYC on Aug 2, 2025?",KXHIGHNY-25AUG02-B83.5,83° to 84°,finalized,no,1,11095,2025-08-03T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG02,"Highest temperature in NYC on Aug 2, 2025?",KXHIGHNY-25AUG02-B81.5,81° to 82°,finalized,no,1,13684,2025-08-03T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG02,"Highest temperature in NYC on Aug 2, 2025?",KXHIGHNY-25AUG02-B79.5,79° to 80°,finalized,yes,99,27210,2025-08-03T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG02,"Highest temperature in NYC on Aug 2, 2025?",KXHIGHNY-25AUG02-B77.5,77° to 78°,finalized,no,1,7689,2025-08-03T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG02,"Highest temperature in NYC on Aug 2, 2025?",KXHIGHNY-25AUG02-T77,76° or below,finalized,no,1,534,2025-08-03T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG01,"Highest temperature in NYC on Aug 1, 2025?",KXHIGHNY-25AUG01-T76,77° or above,finalized,no,1,8950,2025-08-02T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG01,"Highest temperature in NYC on Aug 1, 2025?",KXHIGHNY-25AUG01-B75.5,75° to 76°,finalized,no,1,25902,2025-08-02T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG01,"Highest temperature in NYC on Aug 1, 2025?",KXHIGHNY-25AUG01-B73.5,73° to 74°,finalized,yes,99,37353,2025-08-02T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG01,"Highest temperature in NYC on Aug 1, 2025?",KXHIGHNY-25AUG01-B71.5,71° to 72°,finalized,no,1,47807,2025-08-02T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG01,"Highest temperature in NYC on Aug 1, 2025?",KXHIGHNY-25AUG01-T69,68° or below,finalized,no,1,5944,2025-08-02T03:59:00Z,Climate and Weather
KXHIGHNY-25AUG01,"Highest temperature in NYC on Aug 1, 2025?",KXHIGHNY-25AUG01-B69.5,69° to 70°,finalized,no,1,19384,2025-08-02T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL31,"Highest temperature in NYC on Jul 31, 2025?",KXHIGHNY-25JUL31-T89,90° or above,finalized,no,1,26694,2025-08-01T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL31,"Highest temperature in NYC on Jul 31, 2025?",KXHIGHNY-25JUL31-T82,81° or below,finalized,no,1,7380,2025-08-01T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL31,"Highest temperature in NYC on Jul 31, 2025?",KXHIGHNY-25JUL31-B88.5,88° to 89°,finalized,yes,99,35280,2025-08-01T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL31,"Highest temperature in NYC on Jul 31, 2025?",KXHIGHNY-25JUL31-B86.5,86° to 87°,finalized,no,1,43662,2025-08-01T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL31,"Highest temperature in NYC on Jul 31, 2025?",KXHIGHNY-25JUL31-B84.5,84° to 85°,finalized,no,1,23815,2025-08-01T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL31,"Highest temperature in NYC on Jul 31, 2025?",KXHIGHNY-25JUL31-B82.5,82° to 83°,finalized,no,1,17763,2025-08-01T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL30,"Highest temperature in NYC on Jul 30, 2025?",KXHIGHNY-25JUL30-T93,92° or below,finalized,no,1,1644,2025-07-31T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL30,"Highest temperature in NYC on Jul 30, 2025?",KXHIGHNY-25JUL30-T100,101° or above,finalized,no,2,211,2025-07-31T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL30,"Highest temperature in NYC on Jul 30, 2025?",KXHIGHNY-25JUL30-B99.5,99° to 100°,finalized,no,6,2802,2025-07-31T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL30,"Highest temperature in NYC on Jul 30, 2025?",KXHIGHNY-25JUL30-B97.5,97° to 98°,finalized,no,1,9955,2025-07-31T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL30,"Highest temperature in NYC on Jul 30, 2025?",KXHIGHNY-25JUL30-B95.5,95° to 96°,finalized,yes,99,23747,2025-07-31T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL30,"Highest temperature in NYC on Jul 30, 2025?",KXHIGHNY-25JUL30-B93.5,93° to 94°,finalized,no,1,11713,2025-07-31T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL29,"Highest temperature in NYC on Jul 29, 2025?",KXHIGHNY-25JUL29-T100,101° or above,finalized,no,1,6794,2025-07-30T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL29,"Highest temperature in NYC on Jul 29, 2025?",KXHIGHNY-25JUL29-B99.5,99° to 100°,finalized,no,1,19738,2025-07-30T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL29,"Highest temperature in NYC on Jul 29, 2025?",KXHIGHNY-25JUL29-B97.5,97° to 98°,finalized,yes,99,32501,2025-07-30T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL29,"Highest temperature in NYC on Jul 29, 2025?",KXHIGHNY-25JUL29-T93,92° or below,finalized,no,10,895,2025-07-30T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL29,"Highest temperature in NYC on Jul 29, 2025?",KXHIGHNY-25JUL29-B95.5,95° to 96°,finalized,no,1,19663,2025-07-30T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL29,"Highest temperature in NYC on Jul 29, 2025?",KXHIGHNY-25JUL29-B93.5,93° to 94°,finalized,no,1,7398,2025-07-30T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL28,"Highest temperature in NYC on Jul 28, 2025?",KXHIGHNY-25JUL28-T97,98° or above,finalized,no,1,3841,2025-07-29T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL28,"Highest temperature in NYC on Jul 28, 2025?",KXHIGHNY-25JUL28-B96.5,96° to 97°,finalized,no,1,17852,2025-07-29T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL28,"Highest temperature in NYC on Jul 28, 2025?",KXHIGHNY-25JUL28-B94.5,94° to 95°,finalized,yes,99,30639,2025-07-29T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL28,"Highest temperature in NYC on Jul 28, 2025?",KXHIGHNY-25JUL28-B92.5,92° to 93°,finalized,no,1,41751,2025-07-29T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL28,"Highest temperature in NYC on Jul 28, 2025?",KXHIGHNY-25JUL28-B90.5,90° to 91°,finalized,no,1,10018,2025-07-29T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL28,"Highest temperature in NYC on Jul 28, 2025?",KXHIGHNY-25JUL28-T90,89° or below,finalized,no,2,427,2025-07-29T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL27,"Highest temperature in NYC on Jul 27, 2025?",KXHIGHNY-25JUL27-T84,85° or above,finalized,no,1,18017,2025-07-28T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL27,"Highest temperature in NYC on Jul 27, 2025?",KXHIGHNY-25JUL27-T77,76° or below,finalized,no,1,568,2025-07-28T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL27,"Highest temperature in NYC on Jul 27, 2025?",KXHIGHNY-25JUL27-B83.5,83° to 84°,finalized,yes,99,29368,2025-07-28T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL27,"Highest temperature in NYC on Jul 27, 2025?",KXHIGHNY-25JUL27-B81.5,81° to 82°,finalized,no,1,24663,2025-07-28T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL27,"Highest temperature in NYC on Jul 27, 2025?",KXHIGHNY-25JUL27-B79.5,79° to 80°,finalized,no,1,17445,2025-07-28T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL27,"Highest temperature in NYC on Jul 27, 2025?",KXHIGHNY-25JUL27-B77.5,77° to 78°,finalized,no,1,6652,2025-07-28T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL26,"Highest temperature in NYC on Jul 26, 2025?",KXHIGHNY-25JUL26-T90,91° or above,finalized,no,4,180,2025-07-27T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL26,"Highest temperature in NYC on Jul 26, 2025?",KXHIGHNY-25JUL26-B89.5,89° to 90°,finalized,no,1,1880,2025-07-27T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL26,"Highest temperature in NYC on Jul 26, 2025?",KXHIGHNY-25JUL26-B87.5,87° to 88°,finalized,no,1,8521,2025-07-27T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL26,"Highest temperature in NYC on Jul 26, 2025?",KXHIGHNY-25JUL26-B85.5,85° to 86°,finalized,yes,99,24296,2025-07-27T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL26,"Highest temperature in NYC on Jul 26, 2025?",KXHIGHNY-25JUL26-B83.5,83° to 84°,finalized,no,1,24175,2025-07-27T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL26,"Highest temperature in NYC on Jul 26, 2025?",KXHIGHNY-25JUL26-T83,82° or below,finalized,no,1,4139,2025-07-27T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL25,"Highest temperature in NYC on Jul 25, 2025?",KXHIGHNY-25JUL25-T94,93° or below,finalized,no,1,24219,2025-07-26T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL25,"Highest temperature in NYC on Jul 25, 2025?",KXHIGHNY-25JUL25-T101,102° or above,finalized,no,4,84,2025-07-26T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL25,"Highest temperature in NYC on Jul 25, 2025?",KXHIGHNY-25JUL25-B98.5,98° to 99°,finalized,no,1,12373,2025-07-26T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL25,"Highest temperature in NYC on Jul 25, 2025?",KXHIGHNY-25JUL25-B96.5,96° to 97°,finalized,no,1,21057,2025-07-26T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL25,"Highest temperature in NYC on Jul 25, 2025?",KXHIGHNY-25JUL25-B94.5,94° to 95°,finalized,yes,99,35337,2025-07-26T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL25,"Highest temperature in NYC on Jul 25, 2025?",KXHIGHNY-25JUL25-B100.5,100° to 101°,finalized,no,2,2818,2025-07-26T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL24,"Highest temperature in NYC on Jul 24, 2025?",KXHIGHNY-25JUL24-T93,94° or above,finalized,no,5,83,2025-07-25T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL24,"Highest temperature in NYC on Jul 24, 2025?",KXHIGHNY-25JUL24-B92.5,92° to 93°,finalized,no,4,224,2025-07-25T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL24,"Highest temperature in NYC on Jul 24, 2025?",KXHIGHNY-25JUL24-B90.5,90° to 91°,finalized,no,1,7323,2025-07-25T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL24,"Highest temperature in NYC on Jul 24, 2025?",KXHIGHNY-25JUL24-T86,85° or below,finalized,no,1,17606,2025-07-25T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL24,"Highest temperature in NYC on Jul 24, 2025?",KXHIGHNY-25JUL24-B88.5,88° to 89°,finalized,no,1,14412,2025-07-25T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL24,"Highest temperature in NYC on Jul 24, 2025?",KXHIGHNY-25JUL24-B86.5,86° to 87°,finalized,yes,99,28140,2025-07-25T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL23,"Highest temperature in NYC on Jul 23, 2025?",KXHIGHNY-25JUL23-T91,92° or above,finalized,no,0,0,2025-07-24T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL23,"Highest temperature in NYC on Jul 23, 2025?",KXHIGHNY-25JUL23-T84,83° or below,finalized,yes,99,28591,2025-07-24T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL23,"Highest temperature in NYC on Jul 23, 2025?",KXHIGHNY-25JUL23-B90.5,90° to 91°,finalized,no,1,102,2025-07-24T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL23,"Highest temperature in NYC on Jul 23, 2025?",KXHIGHNY-25JUL23-B88.5,88° to 89°,finalized,no,1,1212,2025-07-24T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL23,"Highest temperature in NYC on Jul 23, 2025?",KXHIGHNY-25JUL23-B86.5,86° to 87°,finalized,no,1,2519,2025-07-24T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL23,"Highest temperature in NYC on Jul 23, 2025?",KXHIGHNY-25JUL23-B84.5,84° to 85°,finalized,no,1,9683,2025-07-24T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL22,"Highest temperature in NYC on Jul 22, 2025?",KXHIGHNY-25JUL22-T85,86° or above,finalized,no,1,1845,2025-07-23T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL22,"Highest temperature in NYC on Jul 22, 2025?",KXHIGHNY-25JUL22-B84.5,84° to 85°,finalized,no,4,4777,2025-07-23T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL22,"Highest temperature in NYC on Jul 22, 2025?",KXHIGHNY-25JUL22-B82.5,82° to 83°,finalized,no,1,24232,2025-07-23T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL22,"Highest temperature in NYC on Jul 22, 2025?",KXHIGHNY-25JUL22-B80.5,80° to 81°,finalized,yes,99,20060,2025-07-23T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL22,"Highest temperature in NYC on Jul 22, 2025?",KXHIGHNY-25JUL22-B78.5,78° to 79°,finalized,no,1,45590,2025-07-23T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL22,"Highest temperature in NYC on Jul 22, 2025?",KXHIGHNY-25JUL22-T78,77° or below,finalized,no,1,13425,2025-07-23T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL21,"Highest temperature in NYC on Jul 21, 2025?",KXHIGHNY-25JUL21-T87,88° or above,finalized,no,1,3689,2025-07-22T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL21,"Highest temperature in NYC on Jul 21, 2025?",KXHIGHNY-25JUL21-B86.5,86° to 87°,finalized,no,1,19110,2025-07-22T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL21,"Highest temperature in NYC on Jul 21, 2025?",KXHIGHNY-25JUL21-B84.5,84° to 85°,finalized,yes,99,21129,2025-07-22T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL21,"Highest temperature in NYC on Jul 21, 2025?",KXHIGHNY-25JUL21-B82.5,82° to 83°,finalized,no,1,23912,2025-07-22T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL21,"Highest temperature in NYC on Jul 21, 2025?",KXHIGHNY-25JUL21-B80.5,80° to 81°,finalized,no,1,3746,2025-07-22T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL21,"Highest temperature in NYC on Jul 21, 2025?",KXHIGHNY-25JUL21-T80,79° or below,finalized,no,1,711,2025-07-22T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL20,"Highest temperature in NYC on Jul 20, 2025?",KXHIGHNY-25JUL20-T94,95° or above,finalized,no,2,432,2025-07-21T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL20,"Highest temperature in NYC on Jul 20, 2025?",KXHIGHNY-25JUL20-B93.5,93° to 94°,finalized,no,1,866,2025-07-21T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL20,"Highest temperature in NYC on Jul 20, 2025?",KXHIGHNY-25JUL20-B91.5,91° to 92°,finalized,no,1,5188,2025-07-21T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL20,"Highest temperature in NYC on Jul 20, 2025?",KXHIGHNY-25JUL20-B89.5,89° to 90°,finalized,no,1,17707,2025-07-21T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL20,"Highest temperature in NYC on Jul 20, 2025?",KXHIGHNY-25JUL20-B87.5,87° to 88°,finalized,yes,99,19286,2025-07-21T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL20,"Highest temperature in NYC on Jul 20, 2025?",KXHIGHNY-25JUL20-T87,86° or below,finalized,no,1,11329,2025-07-21T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL19,"Highest temperature in NYC on Jul 19, 2025?",KXHIGHNY-25JUL19-T86,87° or above,finalized,no,1,632,2025-07-20T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL19,"Highest temperature in NYC on Jul 19, 2025?",KXHIGHNY-25JUL19-T79,78° or below,finalized,no,1,6225,2025-07-20T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL19,"Highest temperature in NYC on Jul 19, 2025?",KXHIGHNY-25JUL19-B85.5,85° to 86°,finalized,no,1,4256,2025-07-20T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL19,"Highest temperature in NYC on Jul 19, 2025?",KXHIGHNY-25JUL19-B83.5,83° to 84°,finalized,no,1,8196,2025-07-20T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL19,"Highest temperature in NYC on Jul 19, 2025?",KXHIGHNY-25JUL19-B81.5,81° to 82°,finalized,yes,99,18420,2025-07-20T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL19,"Highest temperature in NYC on Jul 19, 2025?",KXHIGHNY-25JUL19-B79.5,79° to 80°,finalized,no,1,25242,2025-07-20T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL18,"Highest temperature in NYC on Jul 18, 2025?",KXHIGHNY-25JUL18-T88,89° or above,finalized,no,1,993,2025-07-19T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL18,"Highest temperature in NYC on Jul 18, 2025?",KXHIGHNY-25JUL18-B87.5,87° to 88°,finalized,no,1,8699,2025-07-19T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL18,"Highest temperature in NYC on Jul 18, 2025?",KXHIGHNY-25JUL18-B85.5,85° to 86°,finalized,no,1,16809,2025-07-19T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL18,"Highest temperature in NYC on Jul 18, 2025?",KXHIGHNY-25JUL18-B83.5,83° to 84°,finalized,no,1,26634,2025-07-19T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL18,"Highest temperature in NYC on Jul 18, 2025?",KXHIGHNY-25JUL18-B81.5,81° to 82°,finalized,yes,99,34469,2025-07-19T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL18,"Highest temperature in NYC on Jul 18, 2025?",KXHIGHNY-25JUL18-T81,80° or below,finalized,no,1,11235,2025-07-19T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL17,"Highest temperature in NYC on Jul 17, 2025?",KXHIGHNY-25JUL17-T94,95° or above,finalized,no,1,3328,2025-07-18T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL17,"Highest temperature in NYC on Jul 17, 2025?",KXHIGHNY-25JUL17-B93.5,93° to 94°,finalized,no,1,8875,2025-07-18T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL17,"Highest temperature in NYC on Jul 17, 2025?",KXHIGHNY-25JUL17-B91.5,91° to 92°,finalized,no,1,30125,2025-07-18T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL17,"Highest temperature in NYC on Jul 17, 2025?",KXHIGHNY-25JUL17-B89.5,89° to 90°,finalized,yes,99,30486,2025-07-18T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL17,"Highest temperature in NYC on Jul 17, 2025?",KXHIGHNY-25JUL17-B87.5,87° to 88°,finalized,no,1,29818,2025-07-18T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL17,"Highest temperature in NYC on Jul 17, 2025?",KXHIGHNY-25JUL17-T87,86° or below,finalized,no,1,11047,2025-07-18T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL16,"Highest temperature in NYC on Jul 16, 2025?",KXHIGHNY-25JUL16-T93,94° or above,finalized,no,1,888,2025-07-17T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL16,"Highest temperature in NYC on Jul 16, 2025?",KXHIGHNY-25JUL16-B92.5,92° to 93°,finalized,no,1,5171,2025-07-17T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL16,"Highest temperature in NYC on Jul 16, 2025?",KXHIGHNY-25JUL16-B90.5,90° to 91°,finalized,no,1,11907,2025-07-17T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL16,"Highest temperature in NYC on Jul 16, 2025?",KXHIGHNY-25JUL16-B88.5,88° to 89°,finalized,no,1,20321,2025-07-17T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL16,"Highest temperature in NYC on Jul 16, 2025?",KXHIGHNY-25JUL16-B86.5,86° to 87°,finalized,yes,99,24150,2025-07-17T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL16,"Highest temperature in NYC on Jul 16, 2025?",KXHIGHNY-25JUL16-T86,85° or below,finalized,no,1,3358,2025-07-17T03:59:00Z,Climate and Weather
