event_ticker,event_title,market_ticker,subtitle,status,result,last_price,volume,close_time,category
KXHIGHNY-25MAY17,"Highest temperature in NYC on May 17, 2025?",KXHIGHNY-25MAY17-B76.5,76° to 77°,finalized,no,5,1240,2025-05-18T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY16,"Highest temperature in NYC on May 16, 2025?",KXHIGHNY-25MAY16-T78,79° or above,finalized,no,1,3312,2025-05-17T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY16,"Highest temperature in NYC on May 16, 2025?",KXHIGHNY-25MAY16-B77.5,77° to 78°,finalized,no,1,8592,2025-05-17T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY16,"Highest temperature in NYC on May 16, 2025?",KXHIGHNY-25MAY16-T71,70° or below,finalized,no,1,9998,2025-05-17T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY16,"Highest temperature in NYC on May 16, 2025?",KXHIGHNY-25MAY16-B75.5,75° to 76°,finalized,no,1,13346,2025-05-17T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY16,"Highest temperature in NYC on May 16, 2025?",KXHIGHNY-25MAY16-B73.5,73° to 74°,finalized,no,1,12266,2025-05-17T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY16,"Highest temperature in NYC on May 16, 2025?",KXHIGHNY-25MAY16-B71.5,71° to 72°,finalized,yes,99,22911,2025-05-17T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY15,"Highest temperature in NYC on May 15, 2025?",KXHIGHNY-25MAY15-T76,77° or above,finalized,no,1,674,2025-05-16T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY15,"Highest temperature in NYC on May 15, 2025?",KXHIGHNY-25MAY15-B75.5,75° to 76°,finalized,no,1,963,2025-05-16T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY15,"Highest temperature in NYC on May 15, 2025?",KXHIGHNY-25MAY15-B73.5,73° to 74°,finalized,no,1,1570,2025-05-16T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY15,"Highest temperature in NYC on May 15, 2025?",KXHIGHNY-25MAY15-B71.5,71° to 72°,finalized,no,1,17405,2025-05-16T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY15,"Highest temperature in NYC on May 15, 2025?",KXHIGHNY-25MAY15-B69.5,69° to 70°,finalized,yes,99,30461,2025-05-16T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY15,"Highest temperature in NYC on May 15, 2025?",KXHIGHNY-25MAY15-T69,68° or below,finalized,no,1,122688,2025-05-16T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY14,"Highest temperature in NYC on May 14, 2025?",KXHIGHNY-25MAY14-T70,71° or above,finalized,no,1,2750,2025-05-15T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY14,"Highest temperature in NYC on May 14, 2025?",KXHIGHNY-25MAY14-B69.5,69° to 70°,finalized,no,2,776,2025-05-15T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY14,"Highest temperature in NYC on May 14, 2025?",KXHIGHNY-25MAY14-T63,62° or below,finalized,yes,98,40262,2025-05-15T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY14,"Highest temperature in NYC on May 14, 2025?",KXHIGHNY-25MAY14-B67.5,67° to 68°,finalized,no,1,2139,2025-05-15T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY14,"Highest temperature in NYC on May 14, 2025?",KXHIGHNY-25MAY14-B65.5,65° to 66°,finalized,no,2,12213,2025-05-15T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY14,"Highest temperature in NYC on May 14, 2025?",KXHIGHNY-25MAY14-B63.5,63° to 64°,finalized,no,1,20308,2025-05-15T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY13,"Highest temperature in NYC on May 13, 2025?",KXHIGHNY-25MAY13-T77,78° or above,finalized,no,1,5465,2025-05-14T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY13,"Highest temperature in NYC on May 13, 2025?",KXHIGHNY-25MAY13-B76.5,76° to 77°,finalized,no,1,6307,2025-05-14T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY13,"Highest temperature in NYC on May 13, 2025?",KXHIGHNY-25MAY13-B74.5,74° to 75°,finalized,no,1,8454,2025-05-14T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY13,"Highest temperature in NYC on May 13, 2025?",KXHIGHNY-25MAY13-B72.5,72° to 73°,finalized,no,1,18032,2025-05-14T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY13,"Highest temperature in NYC on May 13, 2025?",KXHIGHNY-25MAY13-T70,69° or below,finalized,yes,99,21360,2025-05-14T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY13,"Highest temperature in NYC on May 13, 2025?",KXHIGHNY-25MAY13-B70.5,70° to 71°,finalized,no,1,13421,2025-05-14T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY12,"Highest temperature in NYC on May 12, 2025?",KXHIGHNY-25MAY12-T77,78° or above,finalized,no,1,5155,2025-05-13T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY12,"Highest temperature in NYC on May 12, 2025?",KXHIGHNY-25MAY12-T70,69° or below,finalized,no,1,2062,2025-05-13T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY12,"Highest temperature in NYC on May 12, 2025?",KXHIGHNY-25MAY12-B76.5,76° to 77°,finalized,no,1,7842,2025-05-13T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY12,"Highest temperature in NYC on May 12, 2025?",KXHIGHNY-25MAY12-B74.5,74° to 75°,finalized,no,1,13732,2025-05-13T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY12,"Highest temperature in NYC on May 12, 2025?",KXHIGHNY-25MAY12-B72.5,72° to 73°,finalized,yes,99,14482,2025-05-13T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY12,"Highest temperature in NYC on May 12, 2025?",KXHIGHNY-25MAY12-B70.5,70° to 71°,finalized,no,1,11731,2025-05-13T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY11,"Highest temperature in NYC on May 11, 2025?",KXHIGHNY-25MAY11-T78,79° or above,finalized,no,1,7039,2025-05-12T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY11,"Highest temperature in NYC on May 11, 2025?",KXHIGHNY-25MAY11-B77.5,77° to 78°,finalized,yes,99,13412,2025-05-12T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY11,"Highest temperature in NYC on May 11, 2025?",KXHIGHNY-25MAY11-T71,70° or below,finalized,no,3,288,2025-05-12T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY11,"Highest temperature in NYC on May 11, 2025?",KXHIGHNY-25MAY11-B75.5,75° to 76°,finalized,no,1,8266,2025-05-12T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY11,"Highest temperature in NYC on May 11, 2025?",KXHIGHNY-25MAY11-B73.5,73° to 74°,finalized,no,1,9050,2025-05-12T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY11,"Highest temperature in NYC on May 11, 2025?",KXHIGHNY-25MAY11-B71.5,71° to 72°,finalized,no,1,1754,2025-05-12T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY10,"Highest temperature in NYC on May 10, 2025?",KXHIGHNY-25MAY10-T75,76° or above,finalized,no,6,2394,2025-05-11T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY10,"Highest temperature in NYC on May 10, 2025?",KXHIGHNY-25MAY10-T68,67° or below,finalized,no,1,4781,2025-05-11T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY10,"Highest temperature in NYC on May 10, 2025?",KXHIGHNY-25MAY10-B74.5,74° to 75°,finalized,no,1,4693,2025-05-11T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY10,"Highest temperature in NYC on May 10, 2025?",KXHIGHNY-25MAY10-B72.5,72° to 73°,finalized,yes,99,18989,2025-05-11T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY10,"Highest temperature in NYC on May 10, 2025?",KXHIGHNY-25MAY10-B70.5,70° to 71°,finalized,no,1,17781,2025-05-11T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY10,"Highest temperature in NYC on May 10, 2025?",KXHIGHNY-25MAY10-B68.5,68° to 69°,finalized,no,1,11748,2025-05-11T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY09,"Highest temperature in NYC on May 9, 2025?",KXHIGHNY-25MAY09-T67,68° or above,finalized,no,1,1192,2025-05-10T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY09,"Highest temperature in NYC on May 9, 2025?",KXHIGHNY-25MAY09-T60,59° or below,finalized,no,1,50155,2025-05-10T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY09,"Highest temperature in NYC on May 9, 2025?",KXHIGHNY-25MAY09-B66.5,66° to 67°,finalized,no,1,440,2025-05-10T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY09,"Highest temperature in NYC on May 9, 2025?",KXHIGHNY-25MAY09-B64.5,64° to 65°,finalized,no,1,1189,2025-05-10T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY09,"Highest temperature in NYC on May 9, 2025?",KXHIGHNY-25MAY09-B62.5,62° to 63°,finalized,no,1,12182,2025-05-10T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY09,"Highest temperature in NYC on May 9, 2025?",KXHIGHNY-25MAY09-B60.5,60° to 61°,finalized,yes,99,20158,2025-05-10T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY08,"Highest temperature in NYC on May 8, 2025?",KXHIGHNY-25MAY08-T78,79° or above,finalized,no,1,13030,2025-05-09T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY08,"Highest temperature in NYC on May 8, 2025?",KXHIGHNY-25MAY08-B77.5,77° to 78°,finalized,yes,99,13047,2025-05-09T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY08,"Highest temperature in NYC on May 8, 2025?",KXHIGHNY-25MAY08-B75.5,75° to 76°,finalized,no,1,26951,2025-05-09T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY08,"Highest temperature in NYC on May 8, 2025?",KXHIGHNY-25MAY08-B73.5,73° to 74°,finalized,no,1,11626,2025-05-09T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY08,"Highest temperature in NYC on May 8, 2025?",KXHIGHNY-25MAY08-B71.5,71° to 72°,finalized,no,1,6974,2025-05-09T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY08,"Highest temperature in NYC on May 8, 2025?",KXHIGHNY-25MAY08-T71,70° or below,finalized,no,1,728,2025-05-09T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY07,"Highest temperature in NYC on May 7, 2025?",KXHIGHNY-25MAY07-T75,76° or above,finalized,no,1,8651,2025-05-08T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY07,"Highest temperature in NYC on May 7, 2025?",KXHIGHNY-25MAY07-B74.5,74° to 75°,finalized,yes,99,10824,2025-05-08T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY07,"Highest temperature in NYC on May 7, 2025?",KXHIGHNY-25MAY07-B72.5,72° to 73°,finalized,no,1,20317,2025-05-08T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY07,"Highest temperature in NYC on May 7, 2025?",KXHIGHNY-25MAY07-B70.5,70° to 71°,finalized,no,1,11573,2025-05-08T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY07,"Highest temperature in NYC on May 7, 2025?",KXHIGHNY-25MAY07-B68.5,68° to 69°,finalized,no,1,701,2025-05-08T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY07,"Highest temperature in NYC on May 7, 2025?",KXHIGHNY-25MAY07-T68,67° or below,finalized,no,1,1456,2025-05-08T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY06,"Highest temperature in NYC on May 6, 2025?",KXHIGHNY-25MAY06-T71,72° or above,finalized,no,1,1475,2025-05-07T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY06,"Highest temperature in NYC on May 6, 2025?",KXHIGHNY-25MAY06-B70.5,70° to 71°,finalized,no,1,6620,2025-05-07T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY06,"Highest temperature in NYC on May 6, 2025?",KXHIGHNY-25MAY06-B68.5,68° to 69°,finalized,no,1,5451,2025-05-07T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY06,"Highest temperature in NYC on May 6, 2025?",KXHIGHNY-25MAY06-B66.5,66° to 67°,finalized,no,1,10242,2025-05-07T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY06,"Highest temperature in NYC on May 6, 2025?",KXHIGHNY-25MAY06-B64.5,64° to 65°,finalized,yes,99,13052,2025-05-07T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY06,"Highest temperature in NYC on May 6, 2025?",KXHIGHNY-25MAY06-T64,63° or below,finalized,no,1,58494,2025-05-07T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY05,"Highest temperature in NYC on May 5, 2025?",KXHIGHNY-25MAY05-T67,68° or above,finalized,no,1,558,2025-05-06T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY05,"Highest temperature in NYC on May 5, 2025?",KXHIGHNY-25MAY05-T60,59° or below,finalized,no,1,5043,2025-05-06T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY05,"Highest temperature in NYC on May 5, 2025?",KXHIGHNY-25MAY05-B66.5,66° to 67°,finalized,no,1,4073,2025-05-06T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY05,"Highest temperature in NYC on May 5, 2025?",KXHIGHNY-25MAY05-B64.5,64° to 65°,finalized,no,1,8310,2025-05-06T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY05,"Highest temperature in NYC on May 5, 2025?",KXHIGHNY-25MAY05-B62.5,62° to 63°,finalized,no,6,20270,2025-05-06T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY05,"Highest temperature in NYC on May 5, 2025?",KXHIGHNY-25MAY05-B60.5,60° to 61°,finalized,yes,95,47989,2025-05-06T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY04,"Highest temperature in NYC on May 4, 2025?",KXHIGHNY-25MAY04-T77,78° or above,finalized,no,3,92,2025-05-05T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY04,"Highest temperature in NYC on May 4, 2025?",KXHIGHNY-25MAY04-T70,69° or below,finalized,yes,99,31225,2025-05-05T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY04,"Highest temperature in NYC on May 4, 2025?",KXHIGHNY-25MAY04-B76.5,76° to 77°,finalized,no,3,399,2025-05-05T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY04,"Highest temperature in NYC on May 4, 2025?",KXHIGHNY-25MAY04-B74.5,74° to 75°,finalized,no,1,5343,2025-05-05T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY04,"Highest temperature in NYC on May 4, 2025?",KXHIGHNY-25MAY04-B72.5,72° to 73°,finalized,no,1,9354,2025-05-05T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY04,"Highest temperature in NYC on May 4, 2025?",KXHIGHNY-25MAY04-B70.5,70° to 71°,finalized,no,1,9962,2025-05-05T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY03,"Highest temperature in NYC on May 3, 2025?",KXHIGHNY-25MAY03-T85,86° or above,finalized,no,1,25081,2025-05-04T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY03,"Highest temperature in NYC on May 3, 2025?",KXHIGHNY-25MAY03-T78,77° or below,finalized,no,1,1767,2025-05-04T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY03,"Highest temperature in NYC on May 3, 2025?",KXHIGHNY-25MAY03-B84.5,84° to 85°,finalized,yes,99,28286,2025-05-04T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY03,"Highest temperature in NYC on May 3, 2025?",KXHIGHNY-25MAY03-B82.5,82° to 83°,finalized,no,1,54761,2025-05-04T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY03,"Highest temperature in NYC on May 3, 2025?",KXHIGHNY-25MAY03-B80.5,80° to 81°,finalized,no,1,41513,2025-05-04T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY03,"Highest temperature in NYC on May 3, 2025?",KXHIGHNY-25MAY03-B78.5,78° to 79°,finalized,no,1,26260,2025-05-04T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY02,"Highest temperature in NYC on May 2, 2025?",KXHIGHNY-25MAY02-T84,85° or above,finalized,no,1,30962,2025-05-03T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY02,"Highest temperature in NYC on May 2, 2025?",KXHIGHNY-25MAY02-B83.5,83° to 84°,finalized,yes,99,13637,2025-05-03T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY02,"Highest temperature in NYC on May 2, 2025?",KXHIGHNY-25MAY02-B81.5,81° to 82°,finalized,no,1,57636,2025-05-03T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY02,"Highest temperature in NYC on May 2, 2025?",KXHIGHNY-25MAY02-B79.5,79° to 80°,finalized,no,1,35122,2025-05-03T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY02,"Highest temperature in NYC on May 2, 2025?",KXHIGHNY-25MAY02-B77.5,77° to 78°,finalized,no,1,5875,2025-05-03T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY02,"Highest temperature in NYC on May 2, 2025?",KXHIGHNY-25MAY02-T77,76° or below,finalized,no,1,3910,2025-05-03T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY01,"Highest temperature in NYC on May 1, 2025?",KXHIGHNY-25MAY01-T73,74° or above,finalized,no,1,6517,2025-05-02T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY01,"Highest temperature in NYC on May 1, 2025?",KXHIGHNY-25MAY01-B72.5,72° to 73°,finalized,no,1,11762,2025-05-02T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY01,"Highest temperature in NYC on May 1, 2025?",KXHIGHNY-25MAY01-B70.5,70° to 71°,finalized,yes,99,17962,2025-05-02T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY01,"Highest temperature in NYC on May 1, 2025?",KXHIGHNY-25MAY01-B68.5,68° to 69°,finalized,no,1,33024,2025-05-02T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY01,"Highest temperature in NYC on May 1, 2025?",KXHIGHNY-25MAY01-B66.5,66° to 67°,finalized,no,1,16208,2025-05-02T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY01,"Highest temperature in NYC on May 1, 2025?",KXHIGHNY-25MAY01-T66,65° or below,finalized,no,1,1974,2025-05-02T03:59:00Z,Climate and Weather
KXHIGHNY-25APR30,"Highest temperature in NYC on Apr 30, 2025?",KXHIGHNY-25APR30-T80,81° or above,finalized,no,1,117,2025-05-01T03:59:00Z,Climate and Weather
KXHIGHNY-25APR30,"Highest temperature in NYC on Apr 30, 2025?",KXHIGHNY-25APR30-B79.5,79° to 80°,finalized,no,1,462,2025-05-01T03:59:00Z,Climate and Weather
KXHIGHNY-25APR30,"Highest temperature in NYC on Apr 30, 2025?",KXHIGHNY-25APR30-B77.5,77° to 78°,finalized,no,1,1036,2025-05-01T03:59:00Z,Climate and Weather
KXHIGHNY-25APR30,"Highest temperature in NYC on Apr 30, 2025?",KXHIGHNY-25APR30-B75.5,75° to 76°,finalized,no,1,13887,2025-05-01T03:59:00Z,Climate and Weather
KXHIGHNY-25APR30,"Highest temperature in NYC on Apr 30, 2025?",KXHIGHNY-25APR30-B73.5,73° to 74°,finalized,yes,99,17691,2025-05-01T03:59:00Z,Climate and Weather
KXHIGHNY-25APR30,"Highest temperature in NYC on Apr 30, 2025?",KXHIGHNY-25APR30-T73,72° or below,finalized,no,1,14107,2025-05-01T03:59:00Z,Climate and Weather
KXHIGHNY-25APR29,"Highest temperature in NYC on Apr 29, 2025?",KXHIGHNY-25APR29-T85,86° or above,finalized,no,1,905,2025-04-30T03:59:00Z,Climate and Weather
KXHIGHNY-25APR29,"Highest temperature in NYC on Apr 29, 2025?",KXHIGHNY-25APR29-T78,77° or below,finalized,no,1,39684,2025-04-30T03:59:00Z,Climate and Weather
KXHIGHNY-25APR29,"Highest temperature in NYC on Apr 29, 2025?",KXHIGHNY-25APR29-B84.5,84° to 85°,finalized,no,10,420,2025-04-30T03:59:00Z,Climate and Weather
KXHIGHNY-25APR29,"Highest temperature in NYC on Apr 29, 2025?",KXHIGHNY-25APR29-B82.5,82° to 83°,finalized,no,1,13166,2025-04-30T03:59:00Z,Climate and Weather
KXHIGHNY-25APR29,"Highest temperature in NYC on Apr 29, 2025?",KXHIGHNY-25APR29-B80.5,80° to 81°,finalized,no,1,12128,2025-04-30T03:59:00Z,Climate and Weather
KXHIGHNY-25APR29,"Highest temperature in NYC on Apr 29, 2025?",KXHIGHNY-25APR29-B78.5,78° to 79°,finalized,yes,99,23616,2025-04-30T03:59:00Z,Climate and Weather
KXHIGHNY-25APR28,"Highest temperature in NYC on Apr 28, 2025?",KXHIGHNY-25APR28-T79,80° or above,finalized,no,1,3783,2025-04-29T03:59:00Z,Climate and Weather
KXHIGHNY-25APR28,"Highest temperature in NYC on Apr 28, 2025?",KXHIGHNY-25APR28-B78.5,78° to 79°,finalized,no,1,18436,2025-04-29T03:59:00Z,Climate and Weather
KXHIGHNY-25APR28,"Highest temperature in NYC on Apr 28, 2025?",KXHIGHNY-25APR28-B76.5,76° to 77°,finalized,yes,99,10848,2025-04-29T03:59:00Z,Climate and Weather
KXHIGHNY-25APR28,"Highest temperature in NYC on Apr 28, 2025?",KXHIGHNY-25APR28-B74.5,74° to 75°,finalized,no,1,31207,2025-04-29T03:59:00Z,Climate and Weather
KXHIGHNY-25APR28,"Highest temperature in NYC on Apr 28, 2025?",KXHIGHNY-25APR28-B72.5,72° to 73°,finalized,no,1,8686,2025-04-29T03:59:00Z,Climate and Weather
KXHIGHNY-25APR28,"Highest temperature in NYC on Apr 28, 2025?",KXHIGHNY-25APR28-T72,71° or below,finalized,no,1,522,2025-04-29T03:59:00Z,Climate and Weather
KXHIGHNY-25APR27,"Highest temperature in NYC on Apr 27, 2025?",KXHIGHNY-25APR27-T63,64° or above,finalized,no,1,1560,2025-04-28T03:59:00Z,Climate and Weather
KXHIGHNY-25APR27,"Highest temperature in NYC on Apr 27, 2025?",KXHIGHNY-25APR27-B62.5,62° to 63°,finalized,no,1,4285,2025-04-28T03:59:00Z,Climate and Weather
KXHIGHNY-25APR27,"Highest temperature in NYC on Apr 27, 2025?",KXHIGHNY-25APR27-B60.5,60° to 61°,finalized,no,1,18246,2025-04-28T03:59:00Z,Climate and Weather
KXHIGHNY-25APR27,"Highest temperature in NYC on Apr 27, 2025?",KXHIGHNY-25APR27-B58.5,58° to 59°,finalized,yes,99,16538,2025-04-28T03:59:00Z,Climate and Weather
KXHIGHNY-25APR27,"Highest temperature in NYC on Apr 27, 2025?",KXHIGHNY-25APR27-B56.5,56° to 57°,finalized,no,1,9561,2025-04-28T03:59:00Z,Climate and Weather
KXHIGHNY-25APR27,"Highest temperature in NYC on Apr 27, 2025?",KXHIGHNY-25APR27-T56,55° or below,finalized,no,1,23,2025-04-28T03:59:00Z,Climate and Weather
